Sweep,Vin,Iin,Pin,Vout,Iout,Pout,Eff
1.0,16.0,3.141,50.256,11.70187,4.166757,48.75884873558999,97.02095020612462
1.0,16.0,3.92,62.72,11.6427,5.208341,60.639151760699995,96.68232104703443
1.0,16.0,4.7,75.2,11.58434,6.249889,72.40083913826,96.27771162002658
1.0,16.0,5.48,87.68,11.52484,7.291424,84.03249497216,95.83998057956204
1.0,16.0,6.26,100.16,11.4662,8.332953,95.5473056886,95.39467420986423
2.0,18.0,2.799,50.382,11.70289,4.166781,48.76337969709,96.78730438865072
2.0,18.0,3.492,62.856,11.64356,5.208337,60.64358435972001,96.4801838483518
2.0,18.0,4.186,75.348,11.58519,6.249911,72.40640641809,96.09598983130276
2.0,18.0,4.88,87.84,11.52646,7.29145,84.044606767,95.67919713911658
2.0,18.0,5.573,100.31400000000001,11.46704,8.332988,95.55470671552001,95.25560411858764
3.0,20.0,2.528,50.56,11.71123,4.16677,48.798001827099995,96.51503525929587
3.0,20.0,3.152,63.040000000000006,11.65143,5.208365,60.684900211949994,96.26411835651966
3.0,20.0,3.777,75.54,11.59311,6.249879,72.45553473369,95.91677883729149
3.0,20.0,4.402,88.04,11.53478,7.291444,84.10520242232,95.53067062962289
3.0,20.0,5.027,100.54,11.47646,8.332974,95.63304279204,95.1193980426099
4.0,22.0,2.302,50.644,11.69011,4.166742,48.709672321620005,96.18053929709345
4.0,22.0,2.868,63.096,11.63123,5.208361,60.57964471403,96.01186242238812
4.0,22.0,3.436,75.592,11.57356,6.249887,72.33344218772001,95.68928218292942
4.0,22.0,4.003,88.066,11.5147,7.291417,83.9584793299,95.335860979152
4.0,22.0,4.57,100.54,11.45672,8.33298,95.4686186256,94.95585699781182
5.0,24.0,2.12,50.88,11.70688,4.166762,48.77978272256,95.87221447044024
5.0,24.0,2.64,63.36,11.64763,5.208391,60.66541126332999,95.7471768676294
5.0,24.0,3.161,75.864,11.59,6.24989,72.4362251,95.48168446166825
5.0,24.0,3.682,88.368,11.53151,7.291455,84.08148624705001,95.14924661308393
5.0,24.0,4.203,100.87200000000001,11.4738,8.332994,95.6111065572,94.78458497620747
